Year,Month,DOMESTIC,INTERNATIONAL,TOTAL,Category
2012,6,86.62,86.91,86.77,Load Factor
2012,7,86.83,86.33,86.58,Load Factor
2012,8,86.61,86.3,86.45,Load Factor
2012,9,80.64,83.25,81.98,Load Factor
2012,10,84.23,81.28,82.75,Load Factor
2012,11,82.78,79.43,81.15,Load Factor
2012,12,81.54,80.84,81.19,Load Factor
2013,1,78.89,79.17,79.03,Load Factor
2013,2,80.77,75.35,78.07,Load Factor
2013,3,84.99,82.07,83.56,Load Factor
2013,4,82.81,78.83,80.8,Load Factor
2013,5,84.84,82.78,83.79,Load Factor
2013,6,86.98,86.71,86.84,Load Factor
2013,7,86.46,86.27,86.36,Load Factor
2013,8,85.53,87.3,86.45,Load Factor
2013,9,80.85,82.72,81.83,Load Factor
2013,10,82.71,80.65,81.66,Load Factor
2013,11,80.07,77.76,78.92,Load Factor
2013,12,85.07,82.42,83.74,Load Factor
2014,1,80.64,80.57,80.6,Load Factor
2014,2,82.09,75.39,78.66,Load Factor
2014,3,85.44,78.88,82.14,Load Factor
2014,4,84.89,80.09,82.41,Load Factor
2014,5,86.27,82.99,84.55,Load Factor
2014,6,87.39,84.89,86.07,Load Factor
2014,7,87.79,84.18,85.88,Load Factor
2014,8,86.9,86.21,86.53,Load Factor
2014,9,82.06,80.99,81.49,Load Factor
2014,10,84.08,78.98,81.41,Load Factor
2014,11,81.35,76.03,78.64,Load Factor
2014,12,83.45,80.16,81.76,Load Factor
2015,1,79.18,79.11,79.14,Load Factor
2015,2,82.4,75.04,78.56,Load Factor
2015,3,85.75,79.25,82.44,Load Factor
2015,4,84.86,77.26,80.89,Load Factor
2015,5,85.56,81.21,83.26,Load Factor
2015,6,87.35,83.94,85.55,Load Factor
2015,7,88.13,84.88,86.39,Load Factor
2015,8,86.63,85.89,86.23,Load Factor
2015,9,83.76,80.59,82.04,Load Factor
2015,10,86.43,79.86,82.96,Load Factor
2015,11,84.18,77.48,80.75,Load Factor
2015,12,83.98,79.59,81.69,Load Factor
2016,1,80.55,79.61,80.05,Load Factor
2016,2,80.83,73.28,76.89,Load Factor
2016,3,85.28,78.56,81.83,Load Factor
2016,4,84.06,77.19,80.44,Load Factor
2016,5,85.84,80.37,82.92,Load Factor
2016,6,87.6,84.19,85.79,Load Factor
2016,7,87.16,85.85,86.46,Load Factor
2016,8,84.71,84.99,84.86,Load Factor
2016,9,84.23,80.61,82.25,Load Factor
2016,10,85.39,79.16,82.06,Load Factor
2016,11,84.71,78.69,81.61,Load Factor
2016,12,83.42,80.81,82.04,Load Factor
2017,1,79.46,79.82,79.65,Load Factor
2017,2,80.9,73.75,77.13,Load Factor
2017,3,85.5,77.09,81.14,Load Factor
2017,4,85.19,79.78,82.28,Load Factor
2017,5,85.71,80.05,82.66,Load Factor
2017,6,87.16,84.38,85.67,Load Factor
2017,7,86.93,85.54,86.17,Load Factor
2017,8,85.37,85.67,85.53,Load Factor
2017,9,82.17,80.35,81.16,Load Factor
2017,10,85.65,78.92,82.05,Load Factor
2017,11,85.77,79.07,82.31,Load Factor
2017,12,83.5,80.07,81.69,Load Factor
2018,1,78.86,79.15,79.01,Load Factor
2018,2,81.76,75.84,78.65,Load Factor
2018,3,86.08,82.06,83.99,Load Factor
2018,4,84.33,79.58,81.8,Load Factor
2018,5,85.35,81.17,83.1,Load Factor
2018,6,87.74,86.02,86.81,Load Factor
2018,7,88.11,86.75,87.38,Load Factor
2018,8,86.19,86.16,86.17,Load Factor
2018,9,80.88,80.24,80.53,Load Factor
2018,10,84.68,79.87,82.11,Load Factor
2018,11,85.06,79.88,82.39,Load Factor
2018,12,82.76,80.59,81.62,Load Factor
2019,1,79.06,80.23,79.68,Load Factor
2019,2,81.84,76.04,78.8,Load Factor
2019,3,86.45,81.49,83.9,Load Factor
2019,4,85.64,80.06,82.66,Load Factor
2019,5,87.3,83.3,85.16,Load Factor
2019,6,89.29,87.58,88.37,Load Factor
2019,7,88.99,87.23,88.05,Load Factor
2019,8,86.27,86.64,86.47,Load Factor
2019,9,82.38,81.55,81.93,Load Factor
2019,10,84.54,81.15,82.77,Load Factor
2019,11,82.03,80.94,81.48,Load Factor
2019,12,85.74,83.68,84.69,Load Factor
2020,1,79.56,81.35,80.49,Load Factor
2020,2,80.76,74.3,77.59,Load Factor
2020,3,50.06,56.95,52.97,Load Factor
2020,4,13.12,28.54,16.91,Load Factor
2020,5,38.6,25.06,35.21,Load Factor
2020,6,56.16,36.07,51.46,Load Factor
2020,7,49.8,36.34,46.34,Load Factor
2020,8,49.09,36.03,45.28,Load Factor
2020,9,57.06,33.22,49.0,Load Factor
2020,10,60.47,34.86,51.82,Load Factor
2020,11,54.54,37.26,48.81,Load Factor
2020,12,55.63,43.22,51.18,Load Factor
2021,1,52.83,40.86,48.23,Load Factor
2021,2,59.26,33.89,50.29,Load Factor
2021,3,68.49,40.29,59.61,Load Factor
2021,4,74.78,43.51,64.72,Load Factor
2021,5,80.97,49.76,71.27,Load Factor
